DATE,TIME,O,H,L,C,V
2024.01.10,12:25:30,1.09414,1.09418,1.094,1.09401,54
2024.01.10,12:26:00,1.09401,1.09406,1.09398,1.09402,31
2024.01.10,12:26:30,1.09402,1.09408,1.09398,1.09398,50
2024.01.10,12:27:00,1.09398,1.09408,1.09396,1.09404,56
2024.01.10,12:27:30,1.09406,1.09414,1.09404,1.09412,36
2024.01.10,12:28:00,1.09412,1.09446,1.09412,1.09445,54
2024.01.10,12:28:30,1.09448,1.0945,1.09434,1.09437,53
2024.01.10,12:29:00,1.09437,1.09444,1.09436,1.09438,46
2024.01.10,12:29:30,1.09438,1.09438,1.09431,1.09434,52
2024.01.10,12:30:00,1.09434,1.09444,1.09418,1.09444,65
2024.01.10,12:30:30,1.09446,1.09449,1.0944,1.09442,56
2024.01.10,12:31:00,1.09442,1.09444,1.09435,1.09436,48
2024.01.10,12:31:30,1.09434,1.09435,1.09428,1.09434,28
